100 8149
76 69 30216
39 87 20196
70 94 19933
43 44 11774
91 86 7392
40 61 1572
93 86 8026
24 47 17466
67 91 10426
23 89 2584
1 36 14050
29 84 1996
1 66 9196
82 57 14992
74 18 11032
47 42 8699
48 79 8417
18 78 27728
73 2 26481
60 65 16634
9 5 8165
12 32 15506
35 0 11810
74 17 29704
40 71 10285
53 80 31938
31 14 2883
12 49 5579
72 14 24613
21 55 12916
58 16 9544
86 80 24809
87 97 12541
85 91 26537
20 98 5794
71 5 2792
61 40 16757
79 20 18242
92 19 15536
67 4 327
71 12 21480
38 48 16836
48 99 10219
85 39 9437
83 38 21398
3 34 13902
23 95 6481
83 66 8048
10 2 7478
28 46 23511
0 56 14610
56 99 12185
55 67 20156
23 0 26283
92 58 29305
42 61 1750
14 68 10854
39 42 9767
81 47 8476
80 4 5616
33 77 22796
77 28 5811
80 91 31558
34 97 25487
70 54 6056
30 64 9216
29 45 26020
62 10 18714
58 67 7203
95 79 6019
25 42 7214
5 68 12756
12 34 15714
6 97 28465
13 60 23640
23 87 14388
21 37 10896
19 77 6268
96 62 31866
32 79 15748
15 92 15789
45 30 19341
69 26 7291
36 21 22460
72 61 13655
15 60 706
66 12 23492
21 40 12704
13 29 25047
38 21 19050
97 58 16484
22 77 14615
66 71 4462
20 62 25790
50 35 15231
2 19 14286
80 74 18401
98 9 32291
80 32 30459
42 91 12813
1 84 3394
9 53 28062
95 23 22637
91 0 18987
20 76 29662
9 67 21114
75 21 30324
62 94 32660
12 81 17067
49 30 13285
77 36 26406
84 21 19232
52 78 29825
38 34 7177
32 70 11113
3 16 9263
17 91 31416
7 39 28551
28 16 2155
53 37 10021
6 48 5765
39 25 22926
42 59 28991
55 53 21584
75 51 17943
17 10 6631
27 69 23448
82 7 28697
0 91 12276
38 69 583
38 48 6341
60 97 28782
29 21 10388
15 99 11984
63 80 28400
57 60 9070
10 89 11838
55 99 17896
14 56 28306
74 66 31574
69 72 30498
74 64 19261
4 85 16441
51 7 11179
93 52 28088
14 94 21016
45 75 26238
97 41 937
82 51 14167
85 82 6881
38 20 12352
62 74 12778
59 56 8472
56 62 26611
80 73 22309
3 42 23898
59 95 3821
78 5 5537
44 50 1618
50 97 16218
11 91 18684
32 17 16776
60 78 17769
40 0 11058
31 69 17217
83 6 3350
58 91 963
38 16 11964
84 91 15203
48 3 18266
64 96 16367
45 13 10641
14 45 21392
27 74 25337
72 97 21942
31 35 19637
28 53 1143
53 1 7050
88 2 28430
58 5 13000
21 96 31562
11 41 23707
57 72 4689
54 9 4088
45 9 26766
16 57 5331
87 77 201
53 24 18282
53 15 13208
80 54 25029
18 22 31650
53 94 7865
9 75 23674
65 24 19473
57 37 15601
65 60 2479
86 27 20272
59 98 4539
87 42 28673
31 50 2626
96 21 5130
48 94 6859
42 9 13541
6 29 24785
19 92 2396
9 18 29733
30 27 31546
29 89 2207
38 40 4708
0 50 27818
79 75 16443
52 47 15503
11 74 26491
42 87 12431
41 67 31755
30 93 33
69 22 29567
67 64 32508
44 68 19005
31 82 26796
19 96 27263
84 91 3719
51 68 6186
29 25 22829
69 48 10492
55 38 16782
65 21 27326
20 84 5380
3 7 4847
76 3 30923
48 60 2549
2 0 23229
55 95 20910
20 15 5442
75 90 23608
44 55 30670
1 12 1398
19 21 6401
47 88 6091
39 90 18634
97 41 22533
98 39 14564
56 10 4947
47 27 7726
11 0 20259
73 31 6882
35 73 5659
10 61 4791
26 87 1191
66 8 26197
47 79 31961
41 39 17821
16 3 7301
38 43 24760
54 61 479
95 15 19950
47 6 27156
31 68 3748
57 84 4739
77 91 18473
74 96 20644
78 19 5384
61 35 24011
6 62 23069
75 26 11071
10 24 22184
34 68 2140
57 85 18692
39 78 18366
84 87 2520
60 45 12708
5 36 32219
35 82 16655
57 41 17017
65 17 13894
12 3 5123
14 79 17605
25 16 11315
7 36 23494
71 29 19997
16 4 4064
82 0 28915
7 38 20852
18 62 3361
26 35 11997
77 41 1959
85 86 12957
51 75 9664
61 3 19713
75 83 26424
12 42 30192
88 46 12284
8 7 7905
23 72 22984
61 65 30253
21 43 11525
76 83 13365
14 97 27693
56 82 21
50 7 8021
31 57 15582
87 32 13741
59 51 4493
21 39 28942
81 13 3380
44 48 29690
78 57 13843
71 36 17554
81 88 28052
17 58 14191
5 18 11366
81 60 2916
43 38 297
80 23 7052
8 11 16752
13 92 32574
73 47 20474
45 74 18351
33 88 3190
13 96 22898
20 71 16436
11 83 13332
68 65 30851
64 42 25733
29 89 2745
98 77 28431
12 30 18193
59 31 17417
88 96 30440
95 48 24200
51 97 30713
42 71 3770
16 3 27053
46 98 14774
78 7 17053
75 8 5852
67 20 5068
22 76 14111
14 77 3155
14 81 31955
75 4 19305
7 56 10959
26 40 2067
42 56 26627
86 33 23771
63 33 4311
51 3 27492
43 0 489
58 82 24242
49 1 16392
97 76 25731
5 43 3962
24 90 21766
26 77 16624
15 52 15829
12 99 17595
82 24 12290
96 98 1301
25 39 23182
9 68 11937
71 87 29103
2 11 31344
44 87 30882
40 94 20266
54 14 1797
85 99 14124
50 29 25580
63 99 18364
62 74 8238
40 58 14752
39 61 1692
98 60 11709
48 45 5148
51 42 30857
30 98 742
31 27 25970
22 89 6990
55 42 16268
84 81 16872
9 48 7964
0 26 28127
26 54 5098
7 5 9179
63 92 21073
40 60 4303
93 92 7556
59 68 15740
98 33 21399
26 70 24213
9 7 20498
5 16 20157
72 68 24646
55 3 5860
62 73 20639
71 52 24231
78 88 15518
90 93 444
21 51 21320
67 16 10386
21 76 16423
33 6 29108
26 16 27957
27 90 18056
64 83 27720
41 77 17142
89 47 13669
75 54 21233
94 23 19705
62 58 325
83 38 1731
15 64 13373
94 31 1335
34 95 30843
65 77 32117
16 26 29492
31 6 1040
42 79 29699
45 61 12246
44 71 20541
88 52 18645
21 29 28624
41 10 10521
32 40 14350
92 0 16846
11 77 23288
43 72 13012
27 1 4579
57 86 23522
52 3 142
72 45 5580
80 40 31230
15 40 10120
6 84 12991
92 42 24067
76 15 9310
95 38 16109
22 64 5167
36 51 28159
36 51 25538
57 23 22886
37 71 7061
35 47 27996
2 45 4320
59 73 14359
6 95 11669
7 57 24212
32 80 19938
91 41 22500
86 81 26845
66 9 26637
41 7 25121
72 47 5272
83 4 130
43 89 7267
11 9 10789
80 90 10579
41 47 16540
12 71 19958
77 67 22491
68 9 14905
43 89 6431
84 74 14775
54 25 32536
71 28 21335
53 7 19196
14 35 5422
98 7 10830
96 92 2264
66 92 4983
27 11 19407
24 6 29580
64 13 9321
84 31 20939
26 90 26712
22 95 4755
23 49 16146
50 39 13319
27 72 31790
70 58 9950
56 97 26433
31 82 4914
45 67 20155
6 48 20924
30 35 19576
50 26 13572
67 22 18528
7 83 32304
31 44 18558
61 28 21504
47 34 31441
50 12 4108
26 4 8505
47 9 4858
14 81 10132
46 27 7823
15 76 248
29 69 5606
33 10 30270
54 69 8039
88 27 3910
10 30 10286
36 74 13830
2 31 22939
32 86 2781
82 79 2306
73 11 13061
94 29 4804
2 98 20518
46 97 18736
42 79 31881
30 24 29946
48 75 10579
94 57 10290
45 63 9424
81 70 9723
28 31 27837
36 89 12407
53 11 21766
31 63 31645
60 93 1408
23 79 7925
97 71 29053
59 66 31093
33 86 16979
87 73 25070
23 33 18987
14 48 968
52 53 1708
37 82 15105
25 68 4968
24 95 29617
7 67 666
0 96 32083
63 35 1640
45 67 1338
57 50 18808
55 85 14284
29 9 28843
86 77 16526
85 38 31998
4 42 6591
75 41 20132
88 63 11985
22 52 832
6 64 24272
75 60 8627
26 16 27656
31 75 19259
61 34 6303
28 65 23762
23 1 18389
66 24 23818
48 53 2594
46 50 4579
60 67 3704
93 34 30538
78 75 7490
92 3 23100
63 88 4616
60 15 26058
56 52 20149
63 55 18032
82 66 28657
85 39 32119
1 29 11290
69 85 24927
60 37 20144
5 84 27013
4 74 23062
89 35 25006
3 46 2472
30 93 14773
84 21 28247
16 0 29322
5 26 27908
64 11 15190
94 59 1472
84 38 24211
19 18 18516
83 1 28887
93 2 17144
29 36 1583
87 47 29098
52 0 24203
91 17 24618
58 29 23399
55 19 26985
31 96 9801
75 58 11398
36 14 10905
15 14 32026
33 9 25027
45 81 582
56 95 32215
73 56 23177
19 9 32277
1 77 11971
49 80 5686
52 2 18680
46 55 23626
71 1 5036
66 18 14974
98 63 27891
19 54 31023
1 34 1156
90 62 11027
6 64 7796
95 87 10332
31 96 7265
93 94 26403
22 8 11578
66 7 11903
54 42 2019
64 85 12048
34 73 12133
50 65 18154
77 44 32625
36 94 28703
74 8 13909
75 91 24671
17 48 28090
69 71 1378
81 27 1477
89 75 7450
54 9 32363
41 2 8599
66 30 8996
20 19 5139
55 97 21578
68 53 23021
11 17 5510
8 54 30070
39 82 31856
34 2 6122
6 80 23662
89 43 2943
0 55 3069
17 57 6852
52 79 15773
43 6 25211
51 91 2766
26 17 30516
37 75 13534
9 14 6735
43 13 29307
54 83 29235
4 86 12858
48 36 26583
24 28 22948
54 85 32757
82 86 1372
79 34 20608
33 41 31357
6 3 9002
75 91 8770
52 25 31784
40 61 24727
50 94 10355
65 82 11045
22 37 14645
89 39 18928
29 78 31267
25 59 27561
40 39 3827
6 11 1853
77 84 2103
60 94 12616
40 60 31282
26 8 26486
23 92 150
90 16 32684
55 20 31879
43 95 4676
71 88 9713
22 87 9853
79 67 29953
88 9 25760
17 16 22931
92 42 22830
87 98 24584
41 91 25130
37 73 28476
59 5 27740
39 53 25405
54 98 25756
45 27 5690
4 12 9618
27 2 22101
4 77 9327
72 33 25186
44 98 16259
69 6 8389
13 57 26558
42 61 10969
84 40 31365
42 39 19633
67 5 4956
71 63 3099
92 77 30033
49 95 31510
23 29 31283
31 75 22863
56 84 18937
32 13 9526
55 41 1759
24 2 2254
69 55 11049
52 99 22340
48 71 7051
12 98 26608
72 54 32161
24 17 20560
38 57 17418
65 64 8729
37 51 10738
88 40 13173
5 41 5688
71 58 26371
33 32 8824
50 81 13888
8 57 23699
74 66 15437
32 24 22935
84 95 30818
43 35 26388
23 5 17988
50 42 9273
67 94 28825
18 15 7763
99 31 5105
99 43 17543
16 14 6875
11 34 13530
10 59 14947
22 89 6374
66 44 21444
57 32 4808
20 26 19261
58 12 11060
47 23 3393
3 34 22442
66 90 29313
58 64 7235
7 94 18557
81 34 3733
72 52 18334
27 60 10133
85 40 268
78 10 28807
53 56 7608
14 38 15193
28 56 30037
77 21 20735
55 92 24374
23 94 24742
9 31 30788
93 44 4315
76 18 16529
33 15 28662
34 47 14385
88 84 13169
93 16 22107
75 48 19941
91 82 9994
62 17 29167
69 26 23181
12 32 11306
31 62 28615
0 87 26871
28 73 11541
69 29 2773
41 86 9487
6 52 15477
19 58 23455
1 66 30154
11 53 5414
56 69 19908
71 91 15523
6 19 14974
60 6 28442
29 8 24577
32 42 27055
63 20 4591
73 28 9517
43 86 18094
91 60 9461
97 85 31465
38 83 14468
35 44 31370
86 12 30231
58 28 16502
2 91 23057
93 76 12462
28 24 2609
39 99 26789
3 27 3261
3 66 20459
85 88 8999
33 64 1919
79 53 13529
91 88 24675
31 93 8752
47 51 12870
74 81 16583
81 57 20838
73 60 31138
34 36 3824
86 83 22243
74 72 12686
31 15 4608
45 52 15331
3 5 13495
90 17 13597
19 22 28225
10 92 3057
79 33 11103
27 32 9878
79 26 7009
29 71 21142
89 70 25913
82 5 7577
11 23 14125
32 36 15472
81 9 24785
73 47 6147
68 13 6730
84 69 28670
40 58 19723
34 20 20806
69 85 29063
10 90 29340
8 1 12946
0 45 29701
70 43 21092
0 89 3518
78 83 5759
60 95 499
74 42 5858
36 72 12396
62 36 589
70 13 3564
77 30 3212
49 52 2301
67 22 7420
33 59 9300
94 98 17093
74 17 21271
49 2 16772
39 66 32175
98 19 1107
28 70 5606
75 25 15996
20 46 22401
78 43 18476
44 11 20124
53 58 11018
56 49 3944
30 74 9600
97 37 17192
49 67 32013
32 60 23671
38 77 5894
14 1 31033
60 21 19592
14 63 17108
35 92 6538
71 27 3445
81 17 28753
52 16 7572
98 46 29111
40 92 26358
12 99 24571
2 93 23253
85 50 9504
90 14 773
0 57 1792
70 75 17949
10 93 29333
81 16 21785
94 99 30002
48 90 31986
52 5 21924
70 66 30482
72 64 6243
43 90 27066
52 93 24940
66 82 9649
51 22 27475
31 61 24788
81 39 32425
31 83 17755
80 61 17881
47 78 15350
42 84 22780
66 9 27406
21 94 14933
81 74 4041
40 10 1914
32 50 9635
38 58 11349
3 25 22466
27 99 15480
58 99 838
56 25 3205
21 72 13378
17 94 2197
35 70 3889
78 57 26076
57 45 5873
50 54 32007
43 23 17328
11 57 10243
15 2 31063
30 98 14633
94 45 11344
84 18 23304
17 46 31163
99 43 12101
17 96 13417
47 52 10308
8 92 31296
45 83 11422
37 23 24015
3 97 25738
0 46 7740
40 14 28865
37 46 23508
57 68 1936
41 74 16859
49 79 24588
93 80 20096
34 95 15521
35 30 18421
15 52 7550
17 18 6675
58 29 30852
31 38 23083
55 58 6080
56 25 5819
69 86 16550
50 29 30535
6 87 21876
26 1 5266
0 4 3983
54 91 27605
39 81 3261
40 65 28634
75 36 643
52 30 4349
21 94 21006
34 53 12667
28 32 15478
25 46 28067
31 56 27191
36 14 30652
51 46 10805
91 12 5569
85 4 2988
12 97 9025
44 86 5074
86 82 25603
12 86 6936
23 43 1093
81 0 10063
74 23 27044
81 87 12065
61 24 1047
57 96 26766
64 74 12423
34 78 26492
19 14 1754
72 25 12920
22 66 11160
71 19 25396
67 23 376
13 3 13676
75 13 29029
39 9 25142
13 86 32743
36 13 7914
94 69 7415
94 2 24097
68 73 6047
92 12 22144
36 51 28918
65 13 9804
43 11 602
56 97 31732
93 71 6396
75 8 19223
26 97 23822
36 28 4786
4 52 9529
35 26 25717
29 3 18216
19 92 1655
58 36 7239
18 35 32697
83 49 24073
43 74 30014
40 61 16207
11 94 16544
57 81 20678
49 70 27242
11 37 23644
8 6 415
65 55 2074
41 15 30516
8 16 19198
47 84 32622
49 38 7855
24 94 21591
37 73 28450
92 12 23508
88 29 9613
13 5 30970
95 35 24112
34 50 948
43 75 28898
74 86 21214
80 60 614
73 44 17496
64 39 26867
67 71 3016
39 94 22644
41 1 7164
45 55 7010
84 7 2095
98 48 9047
21 56 4509
27 9 2210
46 42 2857
39 3 12922
61 58 8195
37 71 27062
86 64 11154
34 38 5642
49 56 12
89 48 27185
58 32 1663
75 40 23961
62 77 24123
19 55 4713
55 6 23266
7 24 15606
61 94 18304
42 16 24061
80 94 31357
40 18 13130
35 71 22856
84 68 14986
24 32 15371
9 31 4215
47 14 200
90 65 27305
47 59 23212
23 49 29868
43 22 21893
75 35 2347
39 67 28305
41 84 9804
18 30 23335
80 73 10392
75 16 27369
29 36 23041
76 94 13950
88 99 19172
0 22 16948
9 15 5130
37 61 1034
6 35 28946
81 51 14654
56 45 2404
36 82 17424
40 51 37
94 17 20878
19 70 30953
78 77 9361
11 60 1157
88 40 12737
15 68 19526
52 68 9177
56 80 11251
68 76 19305
12 22 102
84 90 16319
41 18 29598
63 23 7880
84 39 20636
37 60 30720
15 56 14441
69 20 4813
12 46 16145
33 93 31451
96 92 21118
41 17 7503
56 15 9840
98 57 22509
81 63 2066
21 26 14216
66 50 16592
73 60 21838
18 66 25466
50 14 23251
33 31 20449
45 47 17131
98 24 14446
82 10 425
66 94 21082
47 14 26661
80 88 25756
2 95 26841
3 37 29346
46 40 26539
11 10 5999
45 52 3335
75 55 6845
72 12 13716
15 0 11553
28 36 8295
97 10 22904
6 1 31680
36 87 26878
0 37 29881
80 40 1239
93 36 2159
91 58 6906
61 45 5511
87 49 17854
10 8 8994
73 79 31862
52 0 3741
5 4 30942
80 6 25521
27 88 20558
32 23 6857
27 11 4322
68 41 26541
40 80 4645
77 32 14036
17 32 26074
76 65 504
78 62 16628
78 31 21696
54 30 7655
11 36 16545
3 2 4304
96 43 11074
71 7 6952
24 44 25860
57 81 4091
90 75 23938
78 48 6883
57 31 10786
41 50 2862
21 31 30481
12 54 29175
98 44 30013
48 79 15653
51 98 30762
80 26 4737
42 75 19639
32 56 5482
33 98 28205
97 64 18125
99 23 12588
97 55 8805
83 87 21592
30 60 19838
73 1 13517
42 55 27300
36 88 14535
36 61 17153
99 4 27903
42 43 16743
92 94 25006
0 90 1070
12 68 6708
42 70 25198
0 49 28372
97 62 30271
39 56 8712
57 3 24838
23 65 13138
81 39 24566
98 75 14239
10 43 13905
83 2 17293
44 53 16394
93 89 20029
21 49 31445
24 23 29553
84 48 19665
47 73 12838
85 22 5959
51 64 16623
31 83 2355
56 94 25527
45 57 30873
22 17 26296
57 39 6862
68 12 4293
56 45 4929
98 69 4922
98 36 19813
39 36 18485
30 93 16843
21 67 32731
36 74 28558
26 55 17371
40 20 19105
58 19 25716
94 7 29851
9 14 25752
58 45 6424
30 37 784
84 47 1992
73 69 15534
96 92 30142
16 34 18405
23 37 31910
80 74 17510
42 38 18915
51 4 14738
7 96 18631
51 32 5348
97 93 14949
47 56 13723
67 81 29354
8 69 17737
6 64 9664
38 61 13601
54 87 8681
69 28 17930
67 71 20821
84 19 5605
56 35 15520
12 29 22159
21 54 20985
73 67 9087
52 25 15903
95 66 28943
79 46 31680
45 93 23770
11 27 13012
85 79 18603
89 27 25866
49 87 12786
63 89 1394
38 65 13768
17 44 18639
97 0 13777
42 69 2405
52 28 11440
33 88 21543
41 62 199
85 68 28282
24 54 6764
66 46 11036
40 88 16104
49 9 2506
0 86 17371
68 51 12467
82 67 9931
59 61 8167
68 89 790
62 7 24119
65 70 21632
10 6 7241
86 43 32520
79 72 13768
51 20 17618
98 96 25082
44 45 14664
77 2 7204
26 57 27838
83 73 8576
73 6 3641
33 76 9652
13 88 10546
24 61 24587
18 87 868
0 3 8922
89 23 777
73 45 7135
26 80 21
4 53 30584
34 88 839
17 80 14850
4 92 19507
30 75 2500
67 27 5008
61 83 10537
98 50 29028
7 30 21578
39 60 9966
73 32 26080
93 45 23137
33 86 26433
26 7 9924
36 26 19449
25 33 19606
24 69 25874
64 49 24588
87 95 24886
34 80 6141
57 67 17957
9 57 27864
49 94 1337
36 13 6459
90 30 28654
57 75 22023
98 10 12971
15 6 27131
66 65 27448
0 48 26950
64 95 15786
40 11 23434
15 87 17840
65 42 32585
29 59 15224
77 73 6068
29 5 27316
11 62 11850
66 52 32609
96 25 989
20 25 32604
61 59 9410
60 89 22765
53 22 16994
9 1 3529
35 1 10343
22 43 32583
81 17 28209
93 40 2989
48 50 30053
59 73 21995
68 7 27815
76 73 2075
21 24 31200
96 5 30358
63 10 29097
85 96 3216
50 92 10664
44 65 11370
70 40 4613
81 17 32064
92 73 26174
74 13 19552
96 72 10
80 92 1189
75 21 14087
75 18 5875
29 39 20069
5 49 22085
9 95 19919
9 0 3850
76 3 21821
54 32 21699
63 61 4992
76 67 29221
90 26 5522
21 66 26408
43 8 14626
31 32 15819
30 73 14034
78 20 2418
5 88 2326
81 34 28210
53 5 31421
61 12 25694
38 7 29838
89 23 25135
64 38 17274
24 26 30833
87 84 6479
83 37 4193
0 83 2041
12 1 10316
38 81 15274
77 23 31129
81 6 21130
33 39 11824
63 24 28856
4 53 1163
26 72 9662
4 77 18639
40 57 29909
11 38 11962
80 71 25469
78 87 11093
25 60 27230
40 88 16032
58 7 4712
70 19 31926
14 41 31918
13 69 25373
8 74 7537
53 51 29241
6 30 9045
19 32 27682
43 63 27064
44 0 20805
50 40 410
4 92 2205
76 65 24231
70 8 25706
69 98 7731
99 19 13735
27 40 15440
60 20 12210
29 9 28483
55 54 19179
38 48 23557
61 8 28713
34 55 30356
28 3 20569
39 37 14136
78 83 12970
5 25 27157
1 47 2315
39 10 20629
47 70 3563
64 58 9365
33 81 24439
83 25 23389
58 90 19403
65 27 23233
18 64 7894
3 56 15621
52 46 26553
49 71 21595
32 83 18561
17 79 6157
77 33 2294
49 92 13061
91 75 21559
19 36 16943
51 91 21086
8 35 24886
76 49 8095
97 64 31699
48 71 1247
35 69 23562
40 41 2799
1 41 13419
68 87 8886
43 19 20696
56 76 17574
75 41 2886
66 52 12533
7 90 18571
16 72 16901
12 33 9629
97 92 12223
34 96 30668
97 67 15822
41 27 25301
55 60 26618
33 15 7654
37 68 1814
39 90 7411
73 11 28219
89 30 17885
74 71 29515
3 41 12639
30 97 1774
65 28 17865
50 61 16259
43 24 19933
28 50 22468
22 65 6263
53 68 27911
37 0 15816
56 52 4706
12 58 27970
83 81 25887
90 96 13200
16 55 1094
33 8 2605
76 25 28703
98 51 19061
6 76 14332
11 1 23621
42 61 19378
11 0 15493
59 20 4993
91 99 21045
86 17 27749
55 88 2258
57 10 8183
80 15 23850
22 37 13942
58 4 1528
65 79 26250
41 72 13289
66 13 14813
67 99 7374
40 61 3746
47 12 13357
76 27 15771
19 21 10091
9 74 10569
41 87 32326
53 66 9793
79 12 12380
26 77 21982
64 8 9966
17 78 964
34 6 3619
59 37 11258
30 60 7022
69 78 21120
86 68 5874
35 90 5794
62 97 5105
4 41 15241
37 29 26792
61 93 3246
86 38 12327
71 80 24633
20 54 267
14 12 21113
16 44 6686
78 43 31990
63 85 8775
20 90 12489
29 28 19292
91 67 28482
72 12 16295
71 70 19713
3 6 20544
35 51 27401
82 35 28306
41 22 3716
93 98 9626
16 26 27430
12 17 6087
76 66 15723
85 14 3207
85 4 10550
90 7 25820
79 98 18027
94 63 28818
28 35 10400
90 50 9716
57 53 20480
22 59 15368
86 72 8420
47 51 11199
54 55 3294
90 75 13979
67 82 21283
55 8 20919
26 10 30616
88 68 19002
0 71 5871
22 9 13464
36 39 25489
40 72 18991
33 85 10836
18 54 20768
58 97 3875
70 6 6265
43 91 4390
80 27 1800
22 55 8974
62 22 17771
2 8 3980
51 98 15426
20 18 19234
10 15 1413
67 27 3020
0 84 7283
69 34 21552
45 69 6546
28 36 25432
23 99 12467
40 78 31533
1 75 1282
41 70 32537
48 54 19331
43 13 22951
98 96 11913
14 18 13051
45 70 1294
85 63 7021
47 0 18167
20 67 13497
46 4 17315
98 91 27001
89 66 4698
97 63 13801
32 47 3186
99 90 13857
54 60 28497
22 57 27977
78 44 6278
86 96 22141
57 43 14514
28 80 6988
85 43 27139
0 86 5403
11 64 23904
15 3 21983
20 8 23968
33 40 10721
59 90 19045
70 97 10112
32 46 29799
76 88 17217
77 45 854
23 79 19841
29 47 20906
36 75 3235
32 18 1256
32 24 8601
73 29 10568
83 11 24079
59 64 19917
75 33 31403
35 87 6689
65 73 281
50 71 10708
42 33 4314
79 75 12502
84 98 13209
56 76 7862
23 92 26692
50 81 2486
38 55 8572
41 59 23325
46 5 27862
45 96 15950
37 72 19872
25 95 13550
44 71 6922
7 4 7386
45 94 5805
34 0 4269
70 52 28798
64 72 10589
92 53 10640
48 57 19626
31 80 22830
21 54 18257
82 69 20535
17 20 17202
12 8 1224
11 37 2299
15 90 9355
64 51 14836
92 87 13902
61 20 6643
46 26 25518
43 97 27313
7 58 27122
92 86 4334
28 26 23926
29 9 4391
80 61 27949
34 24 13517
68 56 15400
23 22 10814
58 29 17697
63 87 235
52 3 8313
73 38 20595
90 48 32561
26 97 29858
8 64 19905
36 79 24965
88 72 18397
28 74 31262
14 76 25217
10 94 22878
47 26 25570
56 77 28774
74 78 22807
65 30 3651
34 57 26513
79 21 9383
47 42 19647
12 6 14911
27 11 18543
14 49 18114
70 95 16077
66 59 32204
66 59 9486
92 40 9496
85 57 22568
93 65 18371
47 42 24362
3 62 15253
43 18 25354
26 37 20102
36 2 25607
61 66 25082
63 79 30966
26 50 1643
34 38 16137
96 24 9583
54 30 8440
61 65 16746
17 3 21140
46 81 6472
93 78 23076
61 2 25610
41 15 21286
53 30 25186
89 40 94
62 32 9914
49 53 20598
0 5 24762
80 83 1567
77 13 11048
28 1 6255
61 39 16936
56 39 12748
68 1 19300
23 66 23539
83 48 3004
56 77 19302
15 36 10566
45 59 10613
61 44 3782
55 68 17246
23 81 16876
45 3 10808
3 77 4081
33 31 25250
11 24 27762
92 39 5238
6 82 19610
60 51 2533
58 25 15602
59 36 2766
93 63 31350
3 60 3118
17 90 1982
42 29 5363
65 18 7523
98 50 28835
7 44 220
58 92 7570
10 34 20365
63 55 10134
97 89 13250
54 37 8579
10 90 22468
45 4 32464
80 8 20306
32 87 31795
94 24 10780
46 64 24861
59 89 536
19 47 32081
88 87 11975
19 40 11543
42 63 25282
90 34 13239
64 2 27438
87 56 12086
4 72 8415
92 67 6554
69 47 26965
23 1 2840
39 97 31196
94 28 3573
2 99 31088
16 19 8205
6 22 11835
69 67 18226
69 74 10688
73 9 13541
70 79 29460
4 73 11034
76 97 4275
40 59 30461
30 23 7121
1 59 14334
94 87 17724
99 64 6279
4 15 30757
48 41 27430
11 93 8558
68 17 6681
67 3 8781
31 54 20602
91 22 11103
24 84 2937
11 17 14730
12 43 10094
4 2 16443
51 57 20390
73 23 17630
44 4 18738
47 53 23975
62 73 12329
40 14 14853
40 21 15386
56 79 9560
33 80 19357
69 83 25782
10 18 8266
64 42 30450
87 49 11132
6 45 10779
57 77 24998
16 56 15397
78 4 3372
71 41 29940
26 89 19884
22 57 3129
67 25 15991
64 96 3143
15 61 18947
66 45 26032
24 69 25553
81 87 25921
96 53 26737
20 28 19714
43 57 19726
73 69 26375
18 35 17813
92 17 8626
26 32 25247
61 85 17083
33 83 9150
27 17 12181
78 72 5477
43 79 30790
61 96 22761
69 24 19971
56 8 23116
33 49 24880
64 56 19150
41 79 23190
20 88 2171
99 55 20979
7 3 14893
47 65 22564
75 80 25790
10 72 30110
63 23 26970
58 80 28153
58 82 1587
42 3 16302
59 60 27142
11 61 17241
24 65 51
72 45 4136
3 36 7760
74 91 29493
38 92 32130
1 23 26106
21 25 14603
24 32 5164
37 23 14522
58 46 15251
4 56 18768
77 72 4292
89 32 32245
69 66 27072
91 48 7495
64 11 19432
60 52 8633
54 96 11465
51 92 2097
60 58 19877
13 68 6440
18 92 10188
40 70 22457
60 73 29728
17 86 8039
24 94 600
32 33 1148
77 66 25819
62 61 5198
57 22 31821
73 52 27094
22 12 14888
98 20 81
86 30 5106
80 3 4334
48 71 10477
59 14 27054
16 55 6743
22 70 23299
68 32 6809
81 90 26328
24 89 20973
34 56 5880
11 8 30565
95 64 6690
78 0 29539
39 34 19998
12 73 7375
6 32 687
3 22 13506
12 92 21569
7 70 15444
10 13 20120
34 66 11979
85 3 26356
16 67 7789
59 49 6751
99 60 15504
57 73 26656
34 5 1483
84 31 18835
40 42 12625
69 1 32714
2 55 11989
2 30 25796
72 58 152
6 99 12580
91 2 10082
39 97 10409
20 53 13463
38 54 11991
27 69 31410
88 10 12943
90 32 20160
95 82 31374
78 13 28082
92 91 30213
92 98 28326
37 32 7110
62 70 18289
10 9 26565
27 54 23315
50 17 31188
79 33 25052
45 12 2532
61 54 18793
27 52 9526
16 22 32449
74 92 17724
44 22 32573
16 75 7198
82 53 7426
33 9 15385
98 81 10801
67 63 22075
76 93 18969
44 90 547
8 77 2577
78 34 9162
15 83 11211
73 65 25995
63 85 18737
59 49 11229
94 84 15920
71 22 13689
10 24 7941
12 34 5610
33 41 482
0 25 12724
6 48 6401
54 44 10902
10 87 5764
32 14 3987
98 57 9651
25 33 30659
40 67 32118
40 60 16419
49 79 15902
89 51 17367
40 42 214
11 40 25496
21 62 18776
80 79 23630
69 0 31417
77 94 5625
81 68 5734
20 86 2945
83 55 30890
4 61 262
27 26 2134
14 65 16824
67 55 30562
84 63 24429
99 95 20638
76 23 15726
5 4 13001
86 68 23853
91 77 21428
91 60 16100
22 86 17965
70 23 330
20 22 5101
97 29 4840
71 59 6337
43 41 3249
11 19 16027
81 17 229
49 26 21080
84 9 31341
88 11 14177
67 62 26670
83 12 21602
1 48 3339
55 86 15832
66 69 6279
78 40 29478
48 71 5450
44 10 2407
51 74 12788
